"species","nobs","city","taxonKeys","Kingdom","Phylum","Class","Order","Family","Genus","assessmentId","internalTaxonId","redlistCategory","populationTrend","yearPublished"
"Antianthe expansa",13,"Long Beach",2021980,"Animalia","Arthropoda","Insecta","Hemiptera","Membracidae","Antianthe",NA,NA,NA,NA,NA
"Antilocapra americana",28,"Colorado Springs",2440902,"Animalia","Chordata","Mammalia","Artiodactyla","Antilocapridae","Antilocapra",115056938,1677,"Least Concern","Stable",2016
"Antrostomus carolinensis",11,"Dallas",6101173,"Animalia","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Antrostomus",154067182,22689778,"Near Threatened","Decreasing",2020
"Anuroctonus pococki",15,"San Diego",8021902,"Animalia","Arthropoda",NA,"Scorpiones","Chactidae","Anuroctonus",NA,NA,NA,NA,NA
"Apalone ferox",29,"Miami",2442665,"Animalia","Chordata","Reptilia","Testudines","Trionychidae","Apalone",97397831,165597,"Least Concern","Unknown",2011
"Apalone spinifera",19,"Albuquerque",2442680,"Animalia","Chordata","Reptilia","Testudines","Trionychidae","Apalone",97398618,163451,"Least Concern","Stable",2011
"Apamea devastator",17,"Winnipeg",1795871,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea",NA,NA,NA,NA,NA
"Aphelocoma californica",439,"Fresno",2482414,"Animalia","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma",112293863,103727785,"Least Concern","Stable",2017
"Aphelocoma woodhouseii",177,"Albuquerque",5844900,"Animalia","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma",NA,NA,NA,NA,NA
"Apheloria tigana",12,"Charlotte",4303121,"Animalia","Arthropoda","Diplopoda","Polydesmida","Xystodesmidae","Apheloria",NA,NA,NA,NA,NA
"Apheloria virginiensis",25,"Baltimore",4303122,"Animalia","Arthropoda","Diplopoda","Polydesmida","Xystodesmidae","Apheloria",NA,NA,NA,NA,NA
"Aphis nerii",25,"Austin",2072196,"Animalia","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis",NA,NA,NA,NA,NA
"Aphonopelma chalcodes",17,"Tucson",2153629,"Animalia","Arthropoda",NA,"Araneae","Theraphosidae","Aphonopelma",NA,NA,NA,NA,NA
"Aphonopelma hentzi",35,"Austin",2153618,"Animalia","Arthropoda",NA,"Araneae","Theraphosidae","Aphonopelma",NA,NA,NA,NA,NA
"Aphonopelma iodius",14,"San Jose",2153626,"Animalia","Arthropoda",NA,"Araneae","Theraphosidae","Aphonopelma",NA,NA,NA,NA,NA
"Aphonopelma steindachneri",15,"San Diego",2153641,"Animalia","Arthropoda",NA,"Araneae","Theraphosidae","Aphonopelma",NA,NA,NA,NA,NA
"Aphriza virgata",29,"Los Angeles",2481807,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Aphriza",NA,NA,NA,NA,NA
"Aphylla angustifolia",81,"Austin",1425771,"Animalia","Arthropoda","Insecta","Odonata","Gomphidae","Aphylla",80681419,51178524,"Least Concern","Unknown",2017
"Apiomerus californicus",17,"San Diego",8741006,"Animalia","Arthropoda","Insecta","Hemiptera","Reduviidae","Apiomerus",NA,NA,NA,NA,NA
"Apiomerus flaviventris",11,"Phoenix",2008759,"Animalia","Arthropoda","Insecta","Hemiptera","Reduviidae","Apiomerus",NA,NA,NA,NA,NA
"Apiomerus spissipes",18,"Dallas",2008768,"Animalia","Arthropoda","Insecta","Hemiptera","Reduviidae","Apiomerus",NA,NA,NA,NA,NA
"Aplysia californica",24,"Long Beach",5191261,"Animalia","Mollusca","Gastropoda","Aplysiida","Aplysiidae","Aplysia",NA,NA,NA,NA,NA
"Aplysia vaccaria",20,"Long Beach",5191259,"Animalia","Mollusca","Gastropoda","Aplysiida","Aplysiidae","Aplysia",NA,NA,NA,NA,NA
"Apoda y-inversa",11,"Dallas",5105344,"Animalia","Arthropoda","Insecta","Lepidoptera","Limacodidae","Apoda",NA,NA,NA,NA,NA
"Aquarius remigis",11,"Oakland",5154117,"Animalia","Arthropoda","Insecta","Hemiptera","Gerridae","Aquarius",NA,NA,NA,NA,NA
"Aquila chrysaetos",15,"Albuquerque",2480506,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila",93541662,22696060,"Least Concern","Stable",2016
"Ara ararauna",50,"Miami",5959231,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Ara",NA,NA,NA,NA,NA
"Ara severus",28,"Miami",5959228,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Ara",130103061,22685577,"Least Concern","Decreasing",2018
"Aramus guarauna",34,"Charlotte",2474337,"Animalia","Chordata","Aves","Gruiformes","Aramidae","Aramus",93339530,22692174,"Least Concern","Stable",2016
"Araneus bicentenarius",15,"Austin",2160025,"Animalia","Arthropoda",NA,"Araneae","Araneidae","Araneus",NA,NA,NA,NA,NA
"Araneus diadematus",26,"Boston",2160133,"Animalia","Arthropoda",NA,"Araneae","Araneidae","Araneus",NA,NA,NA,NA,NA
"Araneus marmoreus",14,"Baltimore",2159970,"Animalia","Arthropoda",NA,"Araneae","Araneidae","Araneus",NA,NA,NA,NA,NA
"Araneus trifolium",13,"Oakland",2160316,"Animalia","Arthropoda",NA,"Araneae","Araneidae","Araneus",NA,NA,NA,NA,NA
"Aratinga acuticaudata",22,"Miami",2479089,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Aratinga",NA,NA,NA,NA,NA
"Aratinga erythrogenys",12,"Los Angeles",2479104,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Aratinga",NA,NA,NA,NA,NA
"Aratinga finschi",13,"Miami",2479105,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Aratinga",NA,NA,NA,NA,NA
"Aratinga holochlora",13,"Miami",2479146,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Aratinga",NA,NA,NA,NA,NA
"Aratinga leucophthalma",33,"Miami",2479115,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Aratinga",NA,NA,NA,NA,NA
"Aratinga mitrata",51,"Long Beach",2479153,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Aratinga",NA,NA,NA,NA,NA
"Aratinga wagleri",14,"Miami",2479159,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Aratinga",NA,NA,NA,NA,NA
"Aratus pisonii",12,"Miami",5178602,"Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Aratus",NA,NA,NA,NA,NA
"Archilestes californicus",11,"Portland",5715373,"Animalia","Arthropoda","Insecta","Odonata","Lestidae","Archilestes",80693068,51364268,"Least Concern","Increasing",2017
"Archilestes grandis",13,"Austin",5051705,"Animalia","Arthropoda","Insecta","Odonata","Lestidae","Archilestes",65836134,49254284,"Least Concern","Increasing",2018
"Archilochus alexandri",280,"Albuquerque",5228513,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Archilochus",93186569,22688196,"Least Concern","Increasing",2016
"Archilochus colubris",78,"Atlanta",5228514,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Archilochus",93186255,22688193,"Least Concern","Increasing",2016
"Archips argyrospila",19,"Austin",1746789,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Archips",NA,NA,NA,NA,NA
"Archips grisea",15,"Austin",1746949,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Archips",NA,NA,NA,NA,NA
"Arcuatula senhousia",25,"Oakland",6531311,"Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Arcuatula",NA,NA,NA,NA,NA
"Ardea alba",16,"Albuquerque",9752617,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea",155465940,22697043,"Least Concern","Unknown",2019
"Ardea herodias",103,"Albuquerque",9630752,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea",181565357,181500967,"Least Concern","Increasing",2020
"Arenaria interpres",13,"Halifax",2481776,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Arenaria",154669637,22693336,"Least Concern","Decreasing",2019
"Arenaria melanocephala",33,"Long Beach",5229406,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Arenaria",93396588,22693341,"Least Concern","Stable",2016
"Argia apicalis",20,"Boston",5051376,"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Argia",65824309,164989,"Least Concern","Stable",2017
"Argia fumipennis",14,"Atlanta",5051473,"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Argia",65836669,51332246,"Least Concern","Stable",2017
"Argia immunda",31,"Austin",5051407,"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Argia",80686709,51332292,"Least Concern","Stable",2017
"Argia moesta",36,"Austin",5051399,"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Argia",65827364,165038,"Least Concern","Stable",2017
"Argia nahuana",29,"Fort Worth",5051489,"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Argia",80681384,51332329,"Least Concern","Stable",2017
"Argia pallens",27,"Tucson",5051397,"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Argia",80691098,165024,"Least Concern","Stable",2017
"Argia plana",24,"Austin",5051517,"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Argia",80691949,164970,"Least Concern","Stable",2017
"Argia sedula",31,"Austin",5051506,"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Argia",65836674,51332337,"Least Concern","Stable",2017
"Argia tibialis",52,"Columbus",5051416,"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Argia",65823250,164981,"Least Concern","Stable",2018
"Argia translata",26,"Austin",5051372,"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Argia",65836154,49254591,"Least Concern","Stable",2018
"Argia vivida",19,"Los Angeles",5051522,"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Argia",65836679,51332354,"Least Concern","Stable",2017
"Argiope argentata",21,"Long Beach",5170999,"Animalia","Arthropoda",NA,"Araneae","Araneidae","Argiope",NA,NA,NA,NA,NA
"Argiope aurantia",42,"Atlanta",5171022,"Animalia","Arthropoda",NA,"Araneae","Araneidae","Argiope",NA,NA,NA,NA,NA
"Argiope trifasciata",14,"Miami",5170973,"Animalia","Arthropoda",NA,"Araneae","Araneidae","Argiope",NA,NA,NA,NA,NA
"Argopecten ventricosus",14,"Long Beach",2285866,"Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Argopecten",NA,NA,NA,NA,NA
"Argyria nivalis",14,"Austin",5126718,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Argyria",NA,NA,NA,NA,NA
"Argyrodes elevatus",12,"Long Beach",5170722,"Animalia","Arthropoda",NA,"Araneae","Theridiidae","Argyrodes",NA,NA,NA,NA,NA
"Argyrotaenia pinatubana",15,"Boston",1747166,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Argyrotaenia",NA,NA,NA,NA,NA
"Argyrotaenia quercifoliana",20,"Baltimore",1747150,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Argyrotaenia",NA,NA,NA,NA,NA
"Arigomphus cornutus",12,"Minneapolis",1425909,"Animalia","Arthropoda","Insecta","Odonata","Gomphidae","Arigomphus",65836364,51178530,"Least Concern","Stable",2017
"Arigomphus lentulus",20,"Austin",1425907,"Animalia","Arthropoda","Insecta","Odonata","Gomphidae","Arigomphus",80681439,51178553,"Least Concern","Stable",2017
"Arigomphus submedianus",32,"Austin",1425904,"Animalia","Arthropoda","Insecta","Odonata","Gomphidae","Arigomphus",80679942,51178605,"Least Concern","Stable",2017
"Arilus cristatus",12,"Atlanta",2008593,"Animalia","Arthropoda","Insecta","Hemiptera","Reduviidae","Arilus",NA,NA,NA,NA,NA
"Ariolimax buttoni",111,"Oakland",10047389,"Animalia","Mollusca","Gastropoda","Stylommatophora","Ariolimacidae","Ariolimax",NA,NA,NA,NA,NA
"Ariolimax columbianus",97,"Portland",2294090,"Animalia","Mollusca","Gastropoda","Stylommatophora","Ariolimacidae","Ariolimax",NA,NA,NA,NA,NA
"Arion intermedius",19,"Boston",2294097,"Animalia","Mollusca","Gastropoda","Stylommatophora","Arionidae","Arion",NA,NA,NA,NA,NA
"Arion rufus",18,"Portland",2294103,"Animalia","Mollusca","Gastropoda","Stylommatophora","Arionidae","Arion",NA,NA,NA,NA,NA
"Armadillidium nasatum",12,"Baltimore",2203739,"Animalia","Arthropoda","Malacostraca","Isopoda","Armadillidiidae","Armadillidium",NA,NA,NA,NA,NA
"Armadillidium vulgare",11,"Albuquerque",2203611,"Animalia","Arthropoda","Malacostraca","Isopoda","Armadillidiidae","Armadillidium",NA,NA,NA,NA,NA
"Armina californica",15,"San Diego",2291819,"Animalia","Mollusca","Gastropoda","Nudibranchia","Arminidae","Armina",NA,NA,NA,NA,NA
"Arphia conspersa",22,"Colorado Springs",1710260,"Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Arphia",NA,NA,NA,NA,NA
"Artemisiospiza nevadensis",17,"Albuquerque",8276794,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Artemisiospiza",104287465,103780166,"Least Concern","Decreasing",2016
"Artipus floridanus",11,"Miami",1186000,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Artipus",NA,NA,NA,NA,NA
"Asbolis capucinus",70,"Miami",1949331,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Asbolis",NA,NA,NA,NA,NA
"Ascalapha odorata",18,"Austin",1775796,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Ascalapha",NA,NA,NA,NA,NA
"Asio flammeus",27,"Chicago",2497295,"Animalia","Chordata","Aves","Strigiformes","Strigidae","Asio",93234548,22689531,"Least Concern","Decreasing",2016
"Asio otus",29,"Montréal",2497306,"Animalia","Chordata","Aves","Strigiformes","Strigidae","Asio",131922722,22689507,"Least Concern","Decreasing",2018
"Asphaera lustrans",20,"Austin",1048789,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Asphaera",NA,NA,NA,NA,NA
"Asphondylia auripila",13,"El Paso",1592824,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Asphondylia",NA,NA,NA,NA,NA
"Aspidoscelis exsanguis",21,"Albuquerque",2472457,"Animalia","Chordata","Reptilia","Squamata","Teiidae","Aspidoscelis",12751408,64264,"Least Concern","Stable",2007
"Aspidoscelis gularis",100,"Austin",9013527,"Animalia","Chordata","Reptilia","Squamata","Teiidae","Aspidoscelis",12759565,64267,"Least Concern","Stable",2007
"Aspidoscelis hyperythra",66,"San Diego",2472403,"Animalia","Chordata","Reptilia","Squamata","Teiidae","Aspidoscelis",11107755,4996,"Least Concern","Decreasing",2007
"Aspidoscelis neomexicana",18,"Albuquerque",2472483,"Animalia","Chordata","Reptilia","Squamata","Teiidae","Aspidoscelis",12752324,64278,"Least Concern","Stable",2007
"Aspidoscelis sexlineata",25,"Tulsa",2472425,"Animalia","Chordata","Reptilia","Squamata","Teiidae","Aspidoscelis",12753706,64287,"Least Concern","Stable",2007
"Aspidoscelis tesselata",25,"El Paso",2472276,"Animalia","Chordata","Reptilia","Squamata","Teiidae","Aspidoscelis",90070176,90069769,"Least Concern","Stable",2019
"Aspidoscelis tigris",28,"Los Angeles",8913064,"Animalia","Chordata","Reptilia","Squamata","Teiidae","Aspidoscelis",12754666,64290,"Least Concern","Stable",2007
"Asterias rubens",13,"Halifax",7765831,"Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias",NA,NA,NA,NA,NA
"Asterocampa celtis",11,"Atlanta",1898416,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Asterocampa",NA,NA,NA,NA,NA
"Asterocampa clyton",76,"Austin",1898431,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Asterocampa",NA,NA,NA,NA,NA
"Asterocampa leilia",21,"San Antonio",1898414,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Asterocampa",NA,NA,NA,NA,NA
"Asteromyia carbonifera",11,"Boston",1595990,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Asteromyia",NA,NA,NA,NA,NA
"Astrometis sertulifera",11,"San Diego",2274230,"Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Astrometis",NA,NA,NA,NA,NA
"Atalantycha bilineata",18,"Dallas",6067035,"Animalia","Arthropoda","Insecta","Coleoptera","Cantharidae","Atalantycha",NA,NA,NA,NA,NA
"Atalopedes campestris",53,"Austin",1948826,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Atalopedes",NA,NA,NA,NA,NA
"Athene cunicularia",28,"Albuquerque",2497240,"Animalia","Chordata","Aves","Strigiformes","Strigidae","Athene",93227732,22689353,"Least Concern","Decreasing",2016
"Atlides halesus",50,"Austin",1923505,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Atlides",NA,NA,NA,NA,NA
"Atomosia puella",21,"New York",1655533,"Animalia","Arthropoda","Insecta","Diptera","Asilidae","Atomosia",NA,NA,NA,NA,NA
"Atta texana",133,"Austin",5035741,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Atta",NA,NA,NA,NA,NA
"Atteva aurea",51,"Austin",1830674,"Animalia","Arthropoda","Insecta","Lepidoptera","Yponomeutidae","Atteva",NA,NA,NA,NA,NA
"Atypoides riversi",15,"Oakland",4659389,"Animalia","Arthropoda",NA,"Araneae","Antrodiaetidae","Atypoides",NA,NA,NA,NA,NA
"Augochlora pura",18,"Boston",1352791,"Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Augochlora",NA,NA,NA,NA,NA
"Augochlorella pomoniella",40,"San Diego",1352577,"Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Augochlorella",NA,NA,NA,NA,NA
"Aurelia labiata",20,"Oakland",5185432,"Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Ulmaridae","Aurelia",NA,NA,NA,NA,NA
"Auriparus flaviceps",204,"El Paso",2487397,"Animalia","Chordata","Aves","Passeriformes","Remizidae","Auriparus",118703371,22711568,"Least Concern","Stable",2017
"Automeris io",12,"Fort Worth",1866085,"Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris",NA,NA,NA,NA,NA
"Aythya affinis",40,"Albuquerque",2498257,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya",92861095,22680402,"Least Concern","Decreasing",2016
"Aythya americana",24,"Albuquerque",2498263,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya",92859064,22680367,"Least Concern","Increasing",2016
"Aythya collaris",60,"Albuquerque",2498264,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya",92859350,22680370,"Least Concern","Increasing",2016
"Aythya fuligula",11,"Vancouver",2498261,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya",86013549,22680391,"Least Concern","Stable",2016
"Aythya marila",15,"Austin",2498265,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya",132525108,22680398,"Least Concern","Decreasing",2018
"Aythya valisineria",34,"Albuquerque",2498256,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya",92858752,22680364,"Least Concern","Decreasing",2016
"Bactra verutana",11,"Austin",1747740,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Bactra",NA,NA,NA,NA,NA
"Badumna longinqua",22,"Oakland",2142995,"Animalia","Arthropoda",NA,"Araneae","Desidae","Badumna",NA,NA,NA,NA,NA
"Baeolophus atricristatus",208,"Austin",2487919,"Animalia","Chordata","Aves","Passeriformes","Paridae","Baeolophus",118836349,22711989,"Least Concern","Stable",2017
"Baeolophus bicolor",402,"Atlanta",2487887,"Animalia","Chordata","Aves","Passeriformes","Paridae","Baeolophus",94314102,22711983,"Least Concern","Increasing",2016
"Baeolophus inornatus",177,"Los Angeles",2487905,"Animalia","Chordata","Aves","Passeriformes","Paridae","Baeolophus",111066495,22711978,"Least Concern","Stable",2017
"Baeolophus ridgwayi",42,"Albuquerque",2487898,"Animalia","Chordata","Aves","Passeriformes","Paridae","Baeolophus",NA,NA,NA,NA,NA
"Bagrada hilaris",14,"San Jose",4485918,"Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Bagrada",NA,NA,NA,NA,NA
"Balanus glandula",14,"Long Beach",2115706,"Animalia","Arthropoda","Maxillopoda","Sessilia","Balanidae","Balanus",NA,NA,NA,NA,NA
"Balclutha rubrostriatus",11,"Austin",2044163,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Balclutha",NA,NA,NA,NA,NA
"Banasa dimidiata",13,"Ottawa - Gatineau",10576855,"Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Banasa",NA,NA,NA,NA,NA
"Banasa euchlora",25,"Austin",2078931,"Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Banasa",NA,NA,NA,NA,NA
"Bartramia longicauda",16,"Hamilton",2481705,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Bartramia",93391112,22693203,"Least Concern","Increasing",2016
"Basiaeschna janata",15,"Austin",1425286,"Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Basiaeschna",65836124,48790397,"Least Concern","Stable",2017
"Basiliscus vittatus",67,"Miami",5221821,"Animalia","Chordata","Reptilia","Squamata","Corytophanidae","Basiliscus",2485788,197460,"Least Concern","Stable",2016
"Bassariscus astutus",20,"Austin",2433557,"Animalia","Chordata","Mammalia","Carnivora","Procyonidae","Bassariscus",45215881,41680,"Least Concern","Unknown",2016
"Batrachoseps attenuatus",370,"Oakland",2431750,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Batrachoseps",11885283,59120,"Least Concern","Stable",2004
"Batrachoseps major",58,"San Diego",2431763,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Batrachoseps",11887015,59128,"Least Concern","Stable",2008
"Batrachoseps nigriventris",27,"Long Beach",2431769,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Batrachoseps",11887356,59130,"Least Concern","Stable",2004
"Battus philenor",118,"Austin",5141342,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Battus",110520288,110520147,"Least Concern","Unknown",2021
